t,x,y,z,q0,q1,q2,q3,q4,q5,q6
2.38046,0.365669,0.169212,0.499808,0.04741,-0.290715,0.298556,-2.13049,0.211366,1.25018,-0.372482
2.39046,0.367795,0.167119,0.499817,0.045309,-0.284702,0.295128,-2.12503,0.20889,1.24532,-0.365925
2.40046,0.369855,0.16496,0.499826,0.043254,-0.278949,0.291605,-2.11978,0.20636,1.24049,-0.359302
2.41046,0.371844,0.162738,0.499835,0.041247,-0.273459,0.287989,-2.11475,0.203771,1.2357,-0.352629
2.42046,0.373763,0.160453,0.499844,0.03929,-0.268235,0.284281,-2.10995,0.201121,1.23096,-0.345923
2.43046,0.375609,0.158109,0.499852,0.037387,-0.263278,0.280482,-2.10537,0.198408,1.22628,-0.3392
2.44046,0.377379,0.155708,0.499861,0.03554,-0.258591,0.276594,-2.10103,0.195628,1.22165,-0.332475
2.45046,0.379074,0.153252,0.499871,0.033749,-0.254175,0.272619,-2.09693,0.192779,1.21709,-0.325763
2.46046,0.38069,0.150744,0.49988,0.032018,-0.250031,0.268559,-2.09307,0.189861,1.2126,-0.319076
2.47046,0.382226,0.148185,0.499889,0.030346,-0.24616,0.264416,-2.08947,0.186872,1.20819,-0.312427
2.48046,0.383681,0.145579,0.499898,0.028736,-0.242562,0.260192,-2.0861,0.183812,1.20385,-0.305829
2.49046,0.385053,0.142928,0.499907,0.027188,-0.239237,0.25589,-2.08299,0.180679,1.19959,-0.29929
2.50046,0.386341,0.140235,0.499916,0.025703,-0.236185,0.251512,-2.08014,0.177474,1.19541,-0.292822
2.51046,0.387544,0.137502,0.499925,0.024282,-0.233406,0.247061,-2.07754,0.174198,1.19131,-0.286432
2.52046,0.38866,0.134732,0.499935,0.022924,-0.230899,0.242541,-2.0752,0.170852,1.1873,-0.280128
2.53046,0.389689,0.131928,0.499944,0.02163,-0.228662,0.237955,-2.07312,0.167436,1.18337,-0.273917
2.54046,0.39063,0.129092,0.499952,0.020399,-0.226694,0.233305,-2.0713,0.163952,1.17952,-0.267804
2.55046,0.391481,0.126228,0.499961,0.019232,-0.224995,0.228595,-2.06974,0.160404,1.17576,-0.261794
2.56046,0.392242,0.123338,0.49997,0.018128,-0.223562,0.223828,-2.06844,0.156793,1.17208,-0.255892
2.57046,0.392912,0.120425,0.499978,0.017087,-0.222392,0.219009,-2.0674,0.153121,1.16847,-0.250099
2.58046,0.39349,0.117492,0.499987,0.016107,-0.221485,0.214141,-2.06662,0.149394,1.16495,-0.244418
2.59046,0.393976,0.114541,0.499995,0.015188,-0.220838,0.209228,-2.06609,0.145613,1.1615,-0.23885
2.60046,0.39437,0.111577,0.500003,0.014328,-0.220447,0.204274,-2.06583,0.141783,1.15812,-0.233394
2.61046,0.394671,0.108601,0.500011,0.013528,-0.220312,0.199283,-2.06582,0.137909,1.15481,-0.228052
2.62046,0.394879,0.105616,0.500019,0.012784,-0.220428,0.194258,-2.06606,0.133994,1.15157,-0.222821
2.63046,0.394993,0.102627,0.500026,0.012097,-0.220793,0.189206,-2.06656,0.130043,1.14839,-0.2177
2.64046,0.395014,0.0996344,0.500033,0.011465,-0.221404,0.184128,-2.0673,0.126062,1.14527,-0.212685
2.65046,0.394942,0.0966429,0.500039,0.010886,-0.222257,0.179031,-2.06829,0.122055,1.1422,-0.207775
2.66046,0.394776,0.093655,0.500046,0.010358,-0.223351,0.173919,-2.06952,0.118028,1.13918,-0.202965
2.67046,0.394517,0.0906732,0.500051,0.00988,-0.22468,0.168795,-2.07099,0.113986,1.13621,-0.198251
2.68046,0.394166,0.0877009,0.500057,0.00945,-0.226243,0.163665,-2.0727,0.109935,1.13328,-0.193629
2.69046,0.393722,0.084741,0.500062,0.009066,-0.228035,0.158533,-2.07464,0.105882,1.13039,-0.189093
2.70046,0.393186,0.0817963,0.500066,0.008726,-0.230053,0.153404,-2.07681,0.101831,1.12753,-0.184639
2.71046,0.392558,0.0788698,0.50007,0.008428,-0.232293,0.148283,-2.0792,0.097788,1.12469,-0.18026
2.72046,0.39184,0.0759647,0.500074,0.008171,-0.234752,0.143174,-2.08182,0.093761,1.12187,-0.175952
2.73046,0.391031,0.0730829,0.500077,0.007951,-0.237427,0.138082,-2.08464,0.089754,1.11907,-0.171707
2.74046,0.390134,0.0702283,0.500078,0.007768,-0.240313,0.133012,-2.08768,0.085774,1.11628,-0.16752
2.75046,0.389148,0.0674031,0.50008,0.007618,-0.243407,0.127969,-2.09092,0.081827,1.1135,-0.163385
2.76046,0.388074,0.0646107,0.500082,0.0075,-0.246706,0.122958,-2.09437,0.07792,1.11072,-0.159295
2.77046,0.386914,0.0618532,0.500082,0.007412,-0.250205,0.117983,-2.098,0.074057,1.10793,-0.155245
2.78046,0.385669,0.0591334,0.500082,0.00735,-0.253901,0.11305,-2.10183,0.070246,1.10513,-0.151227
2.79046,0.38434,0.0564547,0.500081,0.007314,-0.25779,0.108164,-2.10584,0.066492,1.10232,-0.147236
2.80046,0.382929,0.0538187,0.50008,0.0073,-0.261869,0.103329,-2.11003,0.062801,1.09949,-0.143266
2.81046,0.381436,0.0512289,0.500078,0.007307,-0.266134,0.098551,-2.11439,0.059179,1.09663,-0.139311
2.82046,0.379864,0.0486867,0.500076,0.007331,-0.270581,0.093834,-2.11892,0.055632,1.09375,-0.135366
2.83046,0.378213,0.0461959,0.500073,0.007372,-0.275206,0.089184,-2.12361,0.052165,1.09083,-0.131425
2.84046,0.376486,0.0437583,0.500069,0.007426,-0.280006,0.084606,-2.12845,0.048785,1.08788,-0.127482
2.85046,0.374683,0.0413764,0.500065,0.007492,-0.284978,0.080104,-2.13345,0.045497,1.08489,-0.123534
2.86046,0.372808,0.0390522,0.500061,0.007567,-0.290117,0.075683,-2.13859,0.042306,1.08185,-0.119575
2.87046,0.370861,0.0367884,0.500056,0.007649,-0.29542,0.071349,-2.14386,0.039218,1.07876,-0.115602
2.88046,0.368845,0.0345871,0.50005,0.007737,-0.300884,0.067106,-2.14927,0.036237,1.07563,-0.11161
2.89046,0.366762,0.0324505,0.500044,0.007827,-0.306504,0.06296,-2.15481,0.03337,1.07245,-0.107596
2.90046,0.364613,0.0303805,0.500038,0.007918,-0.312277,0.058915,-2.16046,0.030621,1.06921,-0.103557
2.91046,0.3624,0.0283788,0.500032,0.008008,-0.318201,0.054975,-2.16624,0.027995,1.06591,-0.099491
2.92046,0.360127,0.0264485,0.500024,0.008096,-0.32427,0.051147,-2.17212,0.025497,1.06256,-0.095395
2.93046,0.357795,0.0245904,0.500017,0.008179,-0.330482,0.047434,-2.1781,0.023132,1.05915,-0.091267
2.94046,0.355406,0.0228067,0.50001,0.008256,-0.336832,0.043841,-2.18418,0.020904,1.05568,-0.087106
2.95046,0.352963,0.021099,0.500002,0.008326,-0.343318,0.040372,-2.19035,0.018818,1.05215,-0.082911
2.96046,0.350467,0.0194691,0.499994,0.008386,-0.349936,0.037033,-2.19662,0.016878,1.04856,-0.078683
2.97046,0.347923,0.0179188,0.499986,0.008436,-0.356682,0.033828,-2.20296,0.015089,1.04491,-0.07442
2.98046,0.345331,0.0164494,0.499978,0.008474,-0.363552,0.030761,-2.20937,0.013456,1.04121,-0.070123
2.99046,0.342695,0.0150616,0.49997,0.008499,-0.370544,0.027835,-2.21586,0.011981,1.03745,-0.065794
3.00046,0.340016,0.013758,0.499962,0.00851,-0.377652,0.025057,-2.22241,0.010669,1.03363,-0.061434
3.01046,0.337299,0.0125389,0.499954,0.008507,-0.384874,0.022428,-2.22903,0.009524,1.02977,-0.057044
3.02046,0.334545,0.011406,0.499946,0.008489,-0.392206,0.019954,-2.23569,0.008549,1.02586,-0.052628
3.03046,0.331756,0.0103603,0.499938,0.008455,-0.399644,0.017638,-2.24241,0.007749,1.0219,-0.048188
3.04046,0.328936,0.00940272,0.49993,0.008405,-0.407184,0.015484,-2.24916,0.007126,1.0179,-0.043727
3.05046,0.326088,0.0085345,0.499922,0.008339,-0.414821,0.013496,-2.25596,0.006684,1.01386,-0.03925
3.06046,0.323214,0.00775593,0.499914,0.008257,-0.422553,0.011676,-2.26279,0.006426,1.00979,-0.034761
3.07046,0.320317,0.00706796,0.499907,0.008159,-0.430376,0.010028,-2.26965,0.006355,1.00569,-0.030264
3.08046,0.317399,0.00647156,0.499899,0.008046,-0.438283,0.008555,-2.27652,0.006475,1.00156,-0.025765
3.09046,0.314465,0.00596679,0.499892,0.007918,-0.446273,0.00726,-2.28342,0.006786,0.997424,-0.021269
3.10046,0.311515,0.00555441,0.499885,0.007775,-0.45434,0.006146,-2.29033,0.007294,0.993271,-0.016783
3.11046,0.308554,0.00523515,0.499879,0.00762,-0.46248,0.005216,-2.29725,0.007998,0.989114,-0.012312
3.12046,0.305584,0.005009,0.499872,0.007454,-0.470687,0.004471,-2.30416,0.008902,0.984958,-0.007864
3.13046,0.302608,0.0048757,0.499866,0.007276,-0.478959,0.003914,-2.31108,0.010008,0.98081,-0.003447
3.14046,0.29963,0.00483652,0.49986,0.007091,-0.487289,0.003548,-2.31798,0.011316,0.976677,0.000934
3.15046,0.296651,0.00489055,0.499854,0.006898,-0.495672,0.003374,-2.32487,0.012829,0.972568,0.005269
3.16046,0.293674,0.00503779,0.499849,0.0067,-0.504105,0.003393,-2.33174,0.014548,0.968489,0.00955
3.17046,0.290704,0.00527871,0.499844,0.0065,-0.51258,0.003608,-2.33859,0.016473,0.964449,0.013768
3.18046,0.287742,0.00561276,0.499838,0.006299,-0.521093,0.00402,-2.3454,0.018606,0.960457,0.017915
3.19046,0.284792,0.00603922,0.499834,0.0061,-0.529638,0.004629,-2.35217,0.020946,0.95652,0.021982
3.20046,0.281855,0.00655839,0.499829,0.005907,-0.53821,0.005437,-2.35891,0.023493,0.952648,0.025959
3.21046,0.278936,0.00716952,0.499825,0.005721,-0.546802,0.006445,-2.36559,0.026248,0.948849,0.029836
3.22046,0.276037,0.00787151,0.499822,0.005546,-0.555408,0.007652,-2.37222,0.029208,0.945133,0.033604
3.23046,0.273161,0.00866486,0.499819,0.005386,-0.564022,0.00906,-2.37879,0.032375,0.941509,0.037252
3.24046,0.270311,0.00954747,0.499815,0.005243,-0.572636,0.010667,-2.38529,0.035745,0.937987,0.04077
3.25046,0.267489,0.0105192,0.499812,0.00512,-0.581245,0.012475,-2.39172,0.039317,0.934576,0.044148
3.26046,0.264698,0.0115796,0.49981,0.005023,-0.589842,0.014483,-2.39807,0.043089,0.931285,0.047375
3.27046,0.261941,0.0127264,0.499808,0.004953,-0.598418,0.016689,-2.40434,0.047058,0.928126,0.050441
3.28046,0.259221,0.0139598,0.499806,0.004916,-0.606967,0.019094,-2.41052,0.05122,0.925107,0.053335
3.29046,0.25654,0.0152778,0.499804,0.004914,-0.61548,0.021695,-2.4166,0.055574,0.922239,0.056046
3.30046,0.253901,0.0166795,0.499803,0.004951,-0.623951,0.024493,-2.42258,0.060113,0.919532,0.058564
3.31046,0.251307,0.0181635,0.499802,0.005032,-0.63237,0.027484,-2.42844,0.064834,0.916996,0.060879
3.32046,0.248759,0.0197285,0.499801,0.00516,-0.640729,0.030668,-2.43419,0.069731,0.914642,0.062978
3.33046,0.246262,0.0213725,0.499801,0.005338,-0.64902,0.034041,-2.43982,0.0748,0.91248,0.064852
3.34046,0.243816,0.0230951,0.499801,0.005572,-0.657235,0.037603,-2.44533,0.080033,0.91052,0.066491
3.35046,0.241425,0.0248933,0.499801,0.005863,-0.665363,0.041349,-2.4507,0.085424,0.908771,0.067884
3.36046,0.239091,0.0267661,0.499802,0.006217,-0.673395,0.045276,-2.45592,0.090966,0.907246,0.069021
3.37046,0.236816,0.0287117,0.499803,0.006636,-0.681323,0.049382,-2.46101,0.096651,0.905953,0.069892
3.38046,0.234602,0.030728,0.499804,0.007123,-0.689137,0.053663,-2.46594,0.10247,0.904903,0.070487
3.39046,0.232452,0.0328136,0.499806,0.007683,-0.696827,0.058115,-2.47071,0.108415,0.904105,0.070798
3.40046,0.230368,0.0349659,0.499807,0.008317,-0.704382,0.062733,-2.47532,0.114477,0.90357,0.070814
3.41046,0.228351,0.0371832,0.49981,0.009028,-0.711794,0.067514,-2.47977,0.120644,0.903307,0.070527
3.42046,0.226405,0.0394634,0.499813,0.00982,-0.719051,0.072451,-2.48404,0.126908,0.903325,0.069929
3.43046,0.22453,0.0418039,0.499816,0.010694,-0.726144,0.07754,-2.48813,0.133255,0.903633,0.069012
3.44046,0.222729,0.0442029,0.49982,0.011652,-0.733061,0.082775,-2.49204,0.139676,0.904241,0.067768
3.45046,0.221004,0.0466581,0.499824,0.012697,-0.739794,0.08815,-2.49576,0.146158,0.905156,0.066189
3.46046,0.219356,0.0491669,0.499828,0.013828,-0.746331,0.093659,-2.49929,0.152689,0.906388,0.06427
3.47046,0.217787,0.051727,0.499833,0.015048,-0.752661,0.099295,-2.50263,0.159255,0.907942,0.062005
3.48046,0.216299,0.0543359,0.499838,0.016357,-0.758776,0.105051,-2.50576,0.165844,0.909827,0.059387
3.49046,0.214892,0.0569913,0.499844,0.017756,-0.764663,0.11092,-2.5087,0.172441,0.912048,0.056412
3.50046,0.21357,0.0596902,0.499849,0.019243,-0.770313,0.116894,-2.51143,0.179034,0.914613,0.053076
3.51046,0.212332,0.0624304,0.499856,0.020819,-0.775717,0.122966,-2.51395,0.185607,0.917525,0.049376
3.52046,0.21118,0.0652086,0.499863,0.022483,-0.780863,0.129125,-2.51627,0.192147,0.92079,0.045308
3.53046,0.210116,0.068023,0.49987,0.024233,-0.785742,0.135366,-2.51837,0.198639,0.924411,0.040871
3.54046,0.209141,0.0708701,0.499877,0.026069,-0.790345,0.141677,-2.52027,0.205069,0.92839,0.036063
3.55046,0.208255,0.0737472,0.499886,0.027986,-0.794663,0.14805,-2.52195,0.211422,0.932731,0.030885
3.56046,0.20746,0.0766519,0.499894,0.029984,-0.798686,0.154476,-2.52341,0.217685,0.937434,0.025337
3.57046,0.206756,0.0795809,0.499903,0.032059,-0.802407,0.160945,-2.52467,0.223842,0.942498,0.01942
3.58046,0.206144,0.0825315,0.499912,0.034208,-0.805816,0.167447,-2.52571,0.22988,0.947923,0.013137
3.59046,0.205626,0.0855006,0.499922,0.036426,-0.808906,0.173972,-2.52653,0.235786,0.953707,0.006492
3.60046,0.2052,0.0884856,0.499932,0.03871,-0.81167,0.180511,-2.52715,0.241546,0.959845,-0.000511
3.61046,0.204869,0.0914827,0.499942,0.041055,-0.814102,0.187051,-2.52755,0.247147,0.966333,-0.007867
3.62046,0.204632,0.0944898,0.499953,0.043456,-0.816193,0.193584,-2.52775,0.252578,0.973165,-0.015569
3.63046,0.204489,0.0975034,0.499964,0.045908,-0.81794,0.200099,-2.52774,0.257826,0.980334,-0.023609
3.64046,0.204442,0.100521,0.499975,0.048406,-0.819336,0.206585,-2.52753,0.262881,0.987831,-0.031979
3.65046,0.204489,0.103538,0.499987,0.050942,-0.820376,0.213032,-2.52712,0.267733,0.995646,-0.040669
3.66046,0.204632,0.106553,0.499999,0.053512,-0.821057,0.21943,-2.5265,0.272372,1.00377,-0.049667
3.67046,0.204869,0.109562,0.500011,0.056108,-0.821375,0.225767,-2.52569,0.276789,1.01218,-0.058962
3.68046,0.2052,0.112563,0.500023,0.058725,-0.821328,0.232035,-2.52469,0.280978,1.02088,-0.068541
3.69046,0.205626,0.115552,0.500034,0.061354,-0.820912,0.238223,-2.5235,0.284931,1.02984,-0.078389
3.70046,0.206146,0.118526,0.500047,0.06399,-0.820126,0.244322,-2.52211,0.288642,1.03905,-0.088492
3.71046,0.20676,0.121482,0.500059,0.066624,-0.81897,0.250321,-2.52055,0.292107,1.04849,-0.098832
3.72046,0.207466,0.124417,0.50007,0.06925,-0.817442,0.256212,-2.5188,0.295322,1.05814,-0.109393
3.73046,0.208264,0.127328,0.500082,0.071861,-0.815544,0.261985,-2.51688,0.298284,1.06798,-0.120156
3.74046,0.209154,0.130212,0.500093,0.074448,-0.813276,0.267633,-2.51478,0.300991,1.07799,-0.131103
3.75046,0.210134,0.133066,0.500104,0.077005,-0.810639,0.273146,-2.51251,0.303442,1.08815,-0.142212
3.76046,0.211204,0.135887,0.500114,0.079524,-0.807636,0.278517,-2.51007,0.305638,1.09842,-0.153464
3.77046,0.212362,0.138672,0.500124,0.081998,-0.80427,0.283739,-2.50746,0.30758,1.1088,-0.164836
3.78046,0.213608,0.141418,0.500132,0.084419,-0.800544,0.288805,-2.50468,0.30927,1.11925,-0.176306
3.79046,0.214939,0.144123,0.500141,0.086782,-0.796463,0.293708,-2.50175,0.31071,1.12974,-0.187852
3.80046,0.216355,0.146783,0.500148,0.089077,-0.79203,0.298442,-2.49865,0.311905,1.14025,-0.199449
3.81046,0.217855,0.149396,0.500154,0.0913,-0.787252,0.303003,-2.49538,0.31286,1.15076,-0.211073
3.82046,0.219437,0.15196,0.500159,0.093443,-0.782134,0.307385,-2.49196,0.313578,1.16123,-0.2227
3.83046,0.221098,0.154471,0.500163,0.095501,-0.776682,0.311585,-2.48838,0.314068,1.17163,-0.234306
3.84046,0.222839,0.156927,0.500166,0.097467,-0.770904,0.315598,-2.48464,0.314335,1.18194,-0.245864
3.85046,0.224656,0.159325,0.500167,0.099335,-0.764807,0.319421,-2.48075,0.314388,1.19213,-0.25735
3.86046,0.226549,0.161664,0.500167,0.1011,-0.758399,0.323052,-2.47669,0.314233,1.20218,-0.268739
3.87046,0.228515,0.16394,0.500165,0.102757,-0.751688,0.32649,-2.47248,0.31388,1.21204,-0.280005
3.88046,0.230552,0.166151,0.500162,0.104302,-0.744685,0.329733,-2.46811,0.313338,1.2217,-0.291123
3.89046,0.232658,0.168296,0.500158,0.10573,-0.737397,0.332779,-2.46358,0.312615,1.23114,-0.302068
3.90046,0.234832,0.170372,0.500152,0.107037,-0.729836,0.33563,-2.45889,0.311722,1.24031,-0.312816
3.91046,0.23707,0.172377,0.500144,0.108221,-0.722012,0.338285,-2.45405,0.310668,1.2492,-0.323342
3.92046,0.239372,0.174309,0.500135,0.109276,-0.713935,0.340745,-2.44904,0.309463,1.25779,-0.333623
3.93046,0.241733,0.176166,0.500125,0.110203,-0.705616,0.343012,-2.44388,0.308118,1.26605,-0.343636
3.94046,0.244154,0.177946,0.500113,0.110997,-0.697068,0.345087,-2.43856,0.306643,1.27396,-0.353358
3.95046,0.246629,0.179649,0.5001,0.111657,-0.688303,0.346973,-2.43308,0.305049,1.2815,-0.362768
3.96046,0.249158,0.181271,0.500086,0.112183,-0.679332,0.348673,-2.42744,0.303345,1.28865,-0.371845
3.97046,0.251738,0.182812,0.500071,0.112572,-0.670168,0.350189,-2.42165,0.301542,1.29539,-0.38057
3.98046,0.254365,0.18427,0.500054,0.112826,-0.660824,0.351526,-2.4157,0.299649,1.30171,-0.388923
3.99046,0.257038,0.185644,0.500037,0.112943,-0.651314,0.352686,-2.4096,0.297678,1.3076,-0.396887
4.00046,0.259753,0.186933,0.50002,0.112925,-0.641649,0.353673,-2.40335,0.295637,1.31304,-0.404446
4.01046,0.262508,0.188135,0.500001,0.112772,-0.631845,0.354493,-2.39695,0.293535,1.31802,-0.411584
4.02046,0.265301,0.18925,0.499982,0.112486,-0.621915,0.355149,-2.39041,0.291383,1.32254,-0.418288
4.03046,0.268127,0.190275,0.499963,0.112068,-0.611872,0.355645,-2.38373,0.289187,1.32659,-0.424546
4.04046,0.270985,0.191212,0.499944,0.11152,-0.60173,0.355986,-2.37691,0.286958,1.33017,-0.430346
4.05046,0.273871,0.192058,0.499925,0.110846,-0.591504,0.356177,-2.36997,0.284701,1.33328,-0.435679
4.06046,0.276783,0.192814,0.499907,0.110048,-0.581207,0.356221,-2.3629,0.282425,1.33592,-0.440537
4.07046,0.279717,0.193478,0.499888,0.109128,-0.570853,0.356124,-2.35571,0.280136,1.33809,-0.444913
4.08046,0.28267,0.19405,0.499871,0.108092,-0.560457,0.355889,-2.34842,0.27784,1.33979,-0.448803
4.09046,0.28564,0.194529,0.499853,0.106942,-0.550032,0.355521,-2.34102,0.275542,1.34104,-0.452203
4.10046,0.288623,0.194917,0.499837,0.105683,-0.539592,0.355025,-2.33353,0.273249,1.34184,-0.455111
4.11046,0.291616,0.19521,0.499822,0.104319,-0.529152,0.354402,-2.32596,0.270963,1.3422,-0.457527
4.12046,0.294617,0.195411,0.499807,0.102855,-0.518723,0.353658,-2.31831,0.268689,1.34214,-0.459453
4.13046,0.297622,0.195518,0.499794,0.101296,-0.508321,0.352796,-2.3106,0.266429,1.34166,-0.460891
4.14046,0.300628,0.195532,0.499782,0.099647,-0.497958,0.351818,-2.30283,0.264186,1.34079,-0.461846
4.15046,0.303633,0.195453,0.499771,0.097913,-0.487647,0.350728,-2.29502,0.261962,1.33954,-0.462323
4.16046,0.306633,0.195281,0.499761,0.0961,-0.477401,0.349529,-2.28718,0.259757,1.33792,-0.46233
4.17046,0.309625,0.195015,0.499753,0.094213,-0.467233,0.348222,-2.27931,0.257572,1.33596,-0.461875
4.18046,0.312606,0.194658,0.499746,0.092259,-0.457155,0.34681,-2.27144,0.255408,1.33367,-0.460968
4.19046,0.315574,0.194207,0.49974,0.090242,-0.447178,0.345294,-2.26357,0.253262,1.33107,-0.459622
4.20046,0.318525,0.193665,0.499736,0.088169,-0.437315,0.343677,-2.25572,0.251135,1.32819,-0.457847
4.21046,0.321457,0.193032,0.499733,0.086046,-0.427577,0.341959,-2.24789,0.249024,1.32504,-0.455657
4.22046,0.324366,0.192308,0.499731,0.083878,-0.417975,0.340142,-2.2401,0.246927,1.32164,-0.453069
4.23046,0.32725,0.191495,0.49973,0.081672,-0.408519,0.338227,-2.23237,0.244842,1.31801,-0.450096
4.24046,0.330107,0.190591,0.49973,0.079434,-0.399219,0.336213,-2.2247,0.242764,1.31418,-0.446755
4.25046,0.332932,0.1896,0.499731,0.077169,-0.390086,0.334103,-2.2171,0.240691,1.31016,-0.443064
4.26046,0.335724,0.188522,0.499733,0.074884,-0.381129,0.331897,-2.20959,0.238619,1.30597,-0.439041
4.27046,0.33848,0.187357,0.499737,0.072584,-0.372357,0.329593,-2.20217,0.236544,1.30164,-0.434704
4.28046,0.341197,0.186107,0.499741,0.070274,-0.363778,0.327194,-2.19487,0.234462,1.29717,-0.430072
4.29046,0.343873,0.184772,0.499745,0.067961,-0.3554,0.324699,-2.18769,0.232367,1.2926,-0.425166
4.30046,0.346504,0.183356,0.499751,0.065649,-0.347232,0.322109,-2.18063,0.230256,1.28793,-0.420004
4.31046,0.349089,0.181857,0.499756,0.063344,-0.33928,0.319422,-2.17372,0.228124,1.28318,-0.414607
4.32046,0.351625,0.180279,0.499763,0.061051,-0.331552,0.316641,-2.16696,0.225965,1.27838,-0.408995
4.33046,0.354109,0.178621,0.49977,0.058774,-0.324053,0.313764,-2.16036,0.223776,1.27352,-0.403189
4.34046,0.356539,0.176887,0.499777,0.056519,-0.31679,0.310792,-2.15393,0.221551,1.26864,-0.397207
4.35046,0.358913,0.175078,0.499785,0.054289,-0.309768,0.307725,-2.14768,0.219287,1.26374,-0.391071
4.36046,0.361229,0.173195,0.499793,0.052089,-0.302992,0.304563,-2.14161,0.216978,1.25883,-0.3848
4.37046,0.363483,0.17124,0.499801,0.049922,-0.296467,0.301308,-2.13574,0.21462,1.25393,-0.378413
4.38046,0.365675,0.169215,0.499809,0.047792,-0.290196,0.29796,-2.13007,0.212209,1.24904,-0.371928
4.39046,0.367801,0.167122,0.499818,0.045703,-0.284184,0.294519,-2.1246,0.209742,1.24418,-0.365365
4.40046,0.36986,0.164963,0.499826,0.043658,-0.278434,0.290986,-2.11936,0.207216,1.23936,-0.358742
4.41046,0.371849,0.16274,0.499835,0.04166,-0.272949,0.287363,-2.11433,0.204625,1.23458,-0.352074
4.42046,0.373768,0.160455,0.499844,0.03971,-0.26773,0.28365,-2.10953,0.201969,1.22985,-0.345379
4.43046,0.375613,0.158112,0.499853,0.037813,-0.262781,0.27985,-2.10496,0.199245,1.22518,-0.338672
4.44046,0.377383,0.15571,0.499862,0.035969,-0.258104,0.275963,-2.10062,0.196449,1.22057,-0.331968
4.45046,0.379077,0.153254,0.499871,0.034181,-0.253698,0.271991,-2.09653,0.193582,1.21603,-0.325281
4.46046,0.380693,0.150745,0.499881,0.03245,-0.249566,0.267936,-2.09268,0.19064,1.21156,-0.318624
4.47046,0.382229,0.148187,0.499889,0.030778,-0.245707,0.263801,-2.08908,0.187625,1.20717,-0.312009
4.48046,0.383683,0.14558,0.499898,0.029166,-0.242123,0.259587,-2.08573,0.184534,1.20286,-0.305447
4.49046,0.385055,0.142929,0.499907,0.027615,-0.238813,0.255296,-2.08263,0.181368,1.19863,-0.298949
4.50046,0.386343,0.140235,0.499917,0.026125,-0.235777,0.250932,-2.07979,0.178128,1.19449,-0.292523
4.51046,0.387546,0.137502,0.499926,0.024698,-0.233014,0.246497,-2.0772,0.174813,1.19042,-0.286177
4.52046,0.388662,0.134732,0.499934,0.023334,-0.230523,0.241994,-2.07488,0.171427,1.18645,-0.27992
4.53046,0.38969,0.131928,0.499944,0.022032,-0.228304,0.237426,-2.07281,0.167969,1.18255,-0.273756
4.54046,0.39063,0.129092,0.499953,0.020793,-0.226354,0.232796,-2.071,0.164442,1.17874,-0.267692
4.55046,0.391481,0.126228,0.499962,0.019617,-0.224673,0.228107,-2.06946,0.160849,1.17502,-0.261731
4.56046,0.392242,0.123337,0.49997,0.018502,-0.223258,0.223362,-2.06817,0.157193,1.17138,-0.255877
4.57046,0.392912,0.120424,0.499979,0.01745,-0.222107,0.218566,-2.06715,0.153476,1.16782,-0.250133
4.58046,0.39349,0.11749,0.499987,0.016458,-0.221219,0.213721,-2.06638,0.149703,1.16433,-0.2445
4.59046,0.393976,0.11454,0.499995,0.015527,-0.22059,0.208832,-2.06587,0.145877,1.16092,-0.238978
4.60046,0.394369,0.111575,0.500004,0.014655,-0.220219,0.203903,-2.06562,0.142002,1.15759,-0.233569
4.61046,0.39467,0.108599,0.500011,0.013841,-0.220102,0.198936,-2.06563,0.138083,1.15432,-0.22827
4.62046,0.394878,0.105615,0.500019,0.013084,-0.220237,0.193937,-2.06589,0.134124,1.15112,-0.223081
4.63046,0.394992,0.102625,0.500027,0.012383,-0.22062,0.188909,-2.0664,0.13013,1.14798,-0.218
4.64046,0.395013,0.0996326,0.500033,0.011737,-0.221249,0.183857,-2.06716,0.126108,1.14491,-0.213023
4.65046,0.39494,0.0966409,0.50004,0.011143,-0.222121,0.178785,-2.06816,0.122061,1.14188,-0.208147
4.66046,0.394774,0.0936528,0.500047,0.010601,-0.223232,0.173697,-2.06941,0.117996,1.1389,-0.203369
4.67046,0.394516,0.0906707,0.500053,0.010108,-0.224579,0.168597,-2.0709,0.113918,1.13597,-0.198684
4.68046,0.394164,0.0876984,0.500058,0.009663,-0.226158,0.163491,-2.07262,0.109833,1.13308,-0.194088
4.69046,0.39372,0.0847386,0.500063,0.009265,-0.227966,0.158382,-2.07458,0.105747,1.13023,-0.189575
4.70046,0.393184,0.0817938,0.500067,0.00891,-0.23,0.153276,-2.07676,0.101666,1.1274,-0.185139
4.71046,0.392556,0.0788671,0.500071,0.008598,-0.232255,0.148176,-2.07917,0.097596,1.1246,-0.180777
4.72046,0.391838,0.0759621,0.500075,0.008327,-0.234729,0.143088,-2.08179,0.093544,1.12182,-0.176481
4.73046,0.39103,0.0730803,0.500078,0.008093,-0.237418,0.138016,-2.08463,0.089514,1.11905,-0.172245
4.74046,0.390132,0.070226,0.500079,0.007896,-0.240317,0.132966,-2.08768,0.085514,1.11629,-0.168064
4.75046,0.389146,0.0674009,0.500081,0.007733,-0.243424,0.127941,-2.09093,0.081549,1.11354,-0.163931
4.76046,0.388072,0.0646083,0.500083,0.007602,-0.246735,0.122947,-2.09439,0.077626,1.11078,-0.159841
