t,x,y,z,q0,q1,q2,q3,q4,q5,q6
4.77046,0.386913,0.0618511,0.500083,0.007501,-0.250245,0.117989,-2.09804,0.07375,1.10802,-0.155786
4.78046,0.385668,0.0591317,0.500083,0.007427,-0.253952,0.113072,-2.10187,0.069928,1.10525,-0.151761
4.79046,0.384339,0.0564526,0.500082,0.007378,-0.257851,0.1082,-2.10589,0.066166,1.10246,-0.14776
4.80046,0.382928,0.0538168,0.500081,0.007353,-0.261939,0.103378,-2.11009,0.062469,1.09965,-0.143778
4.81046,0.381435,0.0512266,0.500079,0.007348,-0.266213,0.098612,-2.11446,0.058843,1.09681,-0.139807
4.82046,0.379862,0.0486851,0.500076,0.007362,-0.270667,0.093907,-2.11899,0.055294,1.09395,-0.135844
4.83046,0.378212,0.0461943,0.500073,0.007392,-0.2753,0.089267,-2.12369,0.051829,1.09105,-0.131882
4.84046,0.376484,0.0437566,0.50007,0.007437,-0.280107,0.084697,-2.12854,0.048451,1.08811,-0.127917
4.85046,0.374682,0.0413746,0.500066,0.007493,-0.285084,0.080203,-2.13354,0.045167,1.08513,-0.123944
4.86046,0.372807,0.0390508,0.500061,0.007559,-0.290228,0.07579,-2.13869,0.041982,1.0821,-0.119959
4.87046,0.37086,0.0367871,0.500056,0.007633,-0.295535,0.071462,-2.14397,0.038901,1.07903,-0.115957
4.88046,0.368844,0.0345856,0.50005,0.007712,-0.301003,0.067224,-2.14938,0.03593,1.0759,-0.111936
4.89046,0.366761,0.0324492,0.500044,0.007795,-0.306626,0.063082,-2.15492,0.033073,1.07272,-0.107892
4.90046,0.364612,0.0303795,0.500038,0.00788,-0.312402,0.05904,-2.16057,0.030336,1.06949,-0.103822
4.91046,0.3624,0.0283783,0.500031,0.007964,-0.318327,0.055103,-2.16635,0.027723,1.0662,-0.099723
4.92046,0.360126,0.0264476,0.500025,0.008045,-0.324398,0.051276,-2.17223,0.025239,1.06285,-0.095594
4.93046,0.357794,0.0245894,0.500017,0.008123,-0.33061,0.047563,-2.17821,0.022888,1.05944,-0.091433
4.94046,0.355405,0.0228058,0.50001,0.008195,-0.336961,0.04397,-2.18429,0.020676,1.05597,-0.087239
4.95046,0.352962,0.0210983,0.500002,0.00826,-0.343446,0.040501,-2.19046,0.018606,1.05244,-0.083012
4.96046,0.350467,0.019469,0.499994,0.008317,-0.350063,0.037161,-2.19672,0.016683,1.04885,-0.07875
4.97046,0.347923,0.0179182,0.499986,0.008363,-0.356808,0.033953,-2.20306,0.014911,1.0452,-0.074454
4.98046,0.345331,0.0164487,0.499978,0.008398,-0.363677,0.030883,-2.20948,0.013294,1.04149,-0.070126
4.99046,0.342695,0.0150613,0.49997,0.00842,-0.370666,0.027955,-2.21596,0.011837,1.03772,-0.065765
5.00046,0.340017,0.013758,0.499962,0.00843,-0.377772,0.025173,-2.22251,0.010542,1.0339,-0.061374
5.01046,0.337299,0.0125389,0.499954,0.008425,-0.384991,0.02254,-2.22912,0.009414,1.03003,-0.056955
5.02046,0.334545,0.011406,0.499946,0.008405,-0.39232,0.020062,-2.23578,0.008456,1.02611,-0.052511
5.03046,0.331756,0.0103602,0.499938,0.00837,-0.399754,0.017741,-2.24249,0.007672,1.02214,-0.048044
5.04046,0.328937,0.00940264,0.49993,0.008319,-0.40729,0.015582,-2.24925,0.007066,1.01813,-0.043558
5.05046,0.326088,0.00853455,0.499922,0.008253,-0.414924,0.013589,-2.25604,0.006639,1.01408,-0.039056
5.06046,0.323214,0.00775592,0.499914,0.008171,-0.422652,0.011763,-2.26286,0.006397,1.01,-0.034544
5.07046,0.320317,0.00706815,0.499907,0.008073,-0.43047,0.01011,-2.26972,0.006341,1.00589,-0.030026
5.08046,0.3174,0.00647167,0.499899,0.007961,-0.438373,0.008631,-2.27659,0.006474,1.00176,-0.025508
5.09046,0.314465,0.00596702,0.499892,0.007833,-0.446358,0.007331,-2.28349,0.006799,0.997608,-0.020994
5.10046,0.311516,0.00555466,0.499885,0.007692,-0.45442,0.006211,-2.29039,0.007318,0.993445,-0.016492
5.11046,0.308555,0.0052354,0.499878,0.007538,-0.462555,0.005275,-2.2973,0.008035,0.989277,-0.012007
5.12046,0.305585,0.00500922,0.499872,0.007373,-0.470758,0.004525,-2.30422,0.008949,0.98511,-0.007546
5.13046,0.302609,0.00487653,0.499866,0.007198,-0.479025,0.003963,-2.31113,0.010065,0.980951,-0.003118
5.14046,0.29963,0.00483702,0.49986,0.007014,-0.48735,0.003591,-2.31803,0.011383,0.976807,0.001271
5.15046,0.296651,0.00489079,0.499854,0.006823,-0.495729,0.003411,-2.32491,0.012904,0.972687,0.005613
5.16046,0.293675,0.00503832,0.499849,0.006627,-0.504156,0.003426,-2.33178,0.01463,0.968598,0.009899
5.17046,0.290705,0.00527921,0.499844,0.006429,-0.512627,0.003636,-2.33862,0.016562,0.964547,0.014122
5.18046,0.287742,0.00561294,0.499839,0.006231,-0.521136,0.004042,-2.34543,0.0187,0.960544,0.018271
5.19046,0.284792,0.00603974,0.499834,0.006035,-0.529676,0.004647,-2.3522,0.021045,0.956598,0.022338
5.20046,0.281856,0.00655884,0.49983,0.005844,-0.538243,0.005451,-2.35893,0.023596,0.952716,0.026313
5.21046,0.278937,0.0071696,0.499826,0.005661,-0.546831,0.006454,-2.36561,0.026353,0.948907,0.030188
5.22046,0.276038,0.00787213,0.499822,0.005489,-0.555433,0.007658,-2.37224,0.029317,0.945182,0.033951
5.23046,0.273162,0.00866491,0.499819,0.005331,-0.564042,0.009062,-2.3788,0.032484,0.941549,0.037593
5.24046,0.270311,0.00954767,0.499816,0.005191,-0.572653,0.010666,-2.3853,0.035855,0.938018,0.041104
5.25046,0.267489,0.0105195,0.499813,0.005071,-0.581258,0.012471,-2.39173,0.039428,0.934599,0.044474
5.26046,0.264698,0.0115795,0.49981,0.004976,-0.58985,0.014476,-2.39808,0.043199,0.931301,0.047692
5.27046,0.261941,0.0127266,0.499808,0.004909,-0.598423,0.01668,-2.40435,0.047167,0.928134,0.050748
5.28046,0.259221,0.0139601,0.499806,0.004875,-0.606968,0.019083,-2.41052,0.051328,0.925108,0.05363
5.29046,0.25654,0.0152777,0.499805,0.004875,-0.615479,0.021682,-2.4166,0.055679,0.922233,0.056329
5.30046,0.253901,0.0166795,0.499803,0.004915,-0.623946,0.024478,-2.42257,0.060216,0.91952,0.058834
5.31046,0.251307,0.0181636,0.499802,0.004999,-0.632362,0.027468,-2.42844,0.064934,0.916979,0.061135
5.32046,0.248759,0.0197285,0.499801,0.005129,-0.640719,0.030651,-2.43419,0.069828,0.914619,0.06322
5.33046,0.246262,0.0213728,0.499801,0.00531,-0.649007,0.034024,-2.43982,0.074892,0.912452,0.06508
5.34046,0.243816,0.0230948,0.499801,0.005546,-0.657219,0.037584,-2.44532,0.080121,0.910487,0.066703
5.35046,0.241425,0.0248933,0.499801,0.00584,-0.665345,0.04133,-2.45069,0.085508,0.908735,0.06808
5.36046,0.239091,0.026766,0.499802,0.006196,-0.673375,0.045257,-2.45591,0.091045,0.907205,0.069202
5.37046,0.236816,0.0287115,0.499803,0.006617,-0.681301,0.049363,-2.461,0.096725,0.905909,0.070057
5.38046,0.234602,0.0307281,0.499804,0.007107,-0.689113,0.053644,-2.46593,0.10254,0.904856,0.070636
5.39046,0.232452,0.0328135,0.499806,0.007669,-0.696801,0.058096,-2.4707,0.10848,0.904056,0.070931
5.40046,0.230367,0.0349659,0.499808,0.008305,-0.704355,0.062715,-2.47531,0.114536,0.903518,0.070931
5.41046,0.228351,0.0371832,0.49981,0.009019,-0.711765,0.067496,-2.47975,0.120698,0.903253,0.070629
5.42046,0.226405,0.0394632,0.499813,0.009812,-0.719021,0.072434,-2.48402,0.126956,0.90327,0.070015
5.43046,0.22453,0.041804,0.499816,0.010688,-0.726113,0.077524,-2.48811,0.133299,0.903577,0.069083
5.44046,0.222729,0.0442031,0.49982,0.011648,-0.73303,0.08276,-2.49202,0.139715,0.904184,0.067823
5.45046,0.221004,0.0466582,0.499824,0.012694,-0.739762,0.088136,-2.49574,0.146192,0.905099,0.066231
5.46046,0.219356,0.049167,0.499828,0.013827,-0.746298,0.093646,-2.49928,0.152718,0.90633,0.064298
5.47046,0.217787,0.0517272,0.499833,0.015049,-0.752628,0.099283,-2.50261,0.159279,0.907884,0.062019
5.48046,0.216298,0.054336,0.499838,0.016359,-0.758742,0.10504,-2.50575,0.165863,0.909769,0.059388
5.49046,0.214892,0.0569913,0.499843,0.017759,-0.764629,0.11091,-2.50868,0.172456,0.911991,0.056401
5.50046,0.213569,0.05969,0.499849,0.019247,-0.77028,0.116885,-2.51141,0.179044,0.914556,0.053053
5.51046,0.212332,0.0624302,0.499856,0.020825,-0.775683,0.122957,-2.51394,0.185613,0.917469,0.049342
5.52046,0.21118,0.0652087,0.499862,0.02249,-0.780829,0.129118,-2.51625,0.192149,0.920735,0.045263
5.53046,0.210116,0.0680229,0.49987,0.024241,-0.785709,0.135359,-2.51836,0.198638,0.924357,0.040817
5.54046,0.209141,0.0708701,0.499877,0.026077,-0.790312,0.141672,-2.52025,0.205064,0.928338,0.036
5.55046,0.208255,0.0737474,0.499886,0.027996,-0.79463,0.148046,-2.52193,0.211414,0.93268,0.030814
5.56046,0.20746,0.0766519,0.499894,0.029994,-0.798654,0.154473,-2.5234,0.217673,0.937384,0.025258
5.57046,0.206756,0.0795812,0.499903,0.03207,-0.802375,0.160943,-2.52465,0.223828,0.94245,0.019334
5.58046,0.206144,0.0825314,0.499912,0.034219,-0.805785,0.167445,-2.52569,0.229863,0.947877,0.013045
5.59046,0.205626,0.0855008,0.499922,0.036438,-0.808876,0.173971,-2.52652,0.235767,0.953662,0.006394
5.60046,0.2052,0.0884854,0.499932,0.038722,-0.811641,0.18051,-2.52713,0.241524,0.959802,-0.000614
5.61046,0.204869,0.091483,0.499942,0.041068,-0.814073,0.187051,-2.52754,0.247124,0.966292,-0.007974
5.62046,0.204632,0.09449,0.499953,0.043469,-0.816166,0.193585,-2.52774,0.252553,0.973127,-0.015679
5.63046,0.20449,0.0975036,0.499964,0.045922,-0.817913,0.2001,-2.52773,0.257799,0.980297,-0.023722
5.64046,0.204442,0.100521,0.499975,0.048419,-0.81931,0.206586,-2.52752,0.262853,0.987797,-0.032094
5.65046,0.204489,0.103538,0.499987,0.050956,-0.820352,0.213034,-2.5271,0.267704,0.995614,-0.040785
5.66046,0.204632,0.106553,0.499999,0.053526,-0.821034,0.219431,-2.52649,0.272342,1.00374,-0.049784
5.67046,0.204869,0.109563,0.50001,0.056122,-0.821353,0.225769,-2.52568,0.276759,1.01216,-0.059079
5.68046,0.2052,0.112563,0.500022,0.058738,-0.821307,0.232038,-2.52468,0.280947,1.02086,-0.068658
5.69046,0.205626,0.115552,0.500035,0.061368,-0.820892,0.238226,-2.52348,0.2849,1.02982,-0.078505
5.70046,0.206146,0.118526,0.500047,0.064003,-0.820108,0.244324,-2.5221,0.288611,1.03903,-0.088606
5.71046,0.20676,0.121482,0.500059,0.066638,-0.818953,0.250323,-2.52054,0.292076,1.04847,-0.098945
5.72046,0.207466,0.124417,0.50007,0.069264,-0.817426,0.256214,-2.51879,0.295291,1.05812,-0.109504
5.73046,0.208264,0.127328,0.500082,0.071874,-0.815529,0.261987,-2.51687,0.298253,1.06797,-0.120264
5.74046,0.209154,0.130212,0.500093,0.074461,-0.813262,0.267634,-2.51477,0.300961,1.07798,-0.131208
5.75046,0.210134,0.133066,0.500104,0.077018,-0.810627,0.273147,-2.5125,0.303413,1.08813,-0.142314
5.76046,0.211204,0.135887,0.500114,0.079537,-0.807625,0.278519,-2.51006,0.30561,1.09841,-0.153562
5.77046,0.212362,0.138672,0.500124,0.08201,-0.80426,0.28374,-2.50745,0.307553,1.10879,-0.164931
5.78046,0.213608,0.141418,0.500133,0.084431,-0.800535,0.288806,-2.50468,0.309243,1.11924,-0.176397
5.79046,0.214939,0.144123,0.500141,0.086793,-0.796455,0.293708,-2.50174,0.310685,1.12973,-0.187938
5.80046,0.216355,0.146784,0.500148,0.089089,-0.792023,0.298443,-2.49864,0.311881,1.14025,-0.199531
5.81046,0.217855,0.149396,0.500154,0.091311,-0.787246,0.303003,-2.49538,0.312836,1.15075,-0.211151
5.82046,0.219436,0.15196,0.500159,0.093454,-0.782129,0.307385,-2.49196,0.313557,1.16122,-0.222773
5.83046,0.221098,0.154471,0.500163,0.095511,-0.776678,0.311584,-2.48838,0.314048,1.17163,-0.234374
5.84046,0.222839,0.156927,0.500166,0.097476,-0.770901,0.315597,-2.48464,0.314316,1.18194,-0.245927
5.85046,0.224656,0.159325,0.500167,0.099344,-0.764805,0.31942,-2.48074,0.31437,1.19213,-0.257409
5.86046,0.226549,0.161664,0.500167,0.101109,-0.758398,0.323051,-2.47669,0.314217,1.20218,-0.268792
5.87046,0.228514,0.16394,0.500165,0.102766,-0.751688,0.326489,-2.47248,0.313866,1.21205,-0.280053
5.88046,0.230552,0.166151,0.500162,0.10431,-0.744685,0.329731,-2.46811,0.313325,1.22171,-0.291167
5.89046,0.232658,0.168296,0.500158,0.105737,-0.737399,0.332778,-2.46358,0.312603,1.23114,-0.302107
5.90046,0.234832,0.170372,0.500152,0.107044,-0.729838,0.335628,-2.45889,0.311712,1.24032,-0.31285
5.91046,0.23707,0.172377,0.500144,0.108227,-0.722014,0.338283,-2.45405,0.310659,1.24921,-0.323372
5.92046,0.239372,0.174309,0.500136,0.109282,-0.713938,0.340743,-2.44904,0.309456,1.2578,-0.333649
5.93046,0.241733,0.176166,0.500125,0.110208,-0.70562,0.34301,-2.44388,0.308113,1.26606,-0.343657
5.94046,0.244153,0.177946,0.500113,0.111002,-0.697073,0.345085,-2.43856,0.306639,1.27397,-0.353375
5.95046,0.246629,0.179649,0.5001,0.111662,-0.688308,0.346971,-2.43308,0.305046,1.28151,-0.362781
5.96046,0.249158,0.181271,0.500086,0.112187,-0.679337,0.348671,-2.42745,0.303343,1.28866,-0.371854
5.97046,0.251737,0.182812,0.500071,0.112576,-0.670174,0.350187,-2.42165,0.301541,1.2954,-0.380575
5.98046,0.254365,0.18427,0.500055,0.112829,-0.66083,0.351523,-2.4157,0.29965,1.30172,-0.388924
5.99046,0.257038,0.185644,0.500038,0.112946,-0.65132,0.352683,-2.4096,0.29768,1.30761,-0.396885
6.00046,0.259753,0.186933,0.50002,0.112927,-0.641656,0.353671,-2.40335,0.29564,1.31305,-0.40444
6.01046,0.262508,0.188135,0.500001,0.112774,-0.631852,0.354491,-2.39696,0.29354,1.31803,-0.411576
6.02046,0.265301,0.189249,0.499982,0.112487,-0.621921,0.355147,-2.39042,0.291388,1.32255,-0.418277
6.03046,0.268127,0.190275,0.499963,0.112068,-0.611878,0.355643,-2.38374,0.289193,1.32661,-0.424532
6.04046,0.270985,0.191212,0.499945,0.111521,-0.601737,0.355984,-2.37692,0.286964,1.33019,-0.43033
6.05046,0.273871,0.192058,0.499926,0.110846,-0.591511,0.356175,-2.36997,0.284709,1.33329,-0.435661
6.06046,0.276782,0.192814,0.499907,0.110047,-0.581214,0.35622,-2.36291,0.282433,1.33593,-0.440517
6.07046,0.279716,0.193478,0.499889,0.109128,-0.57086,0.356123,-2.35572,0.280145,1.3381,-0.444891
6.08046,0.28267,0.19405,0.499871,0.108091,-0.560464,0.355888,-2.34842,0.277849,1.3398,-0.448779
6.09046,0.285639,0.19453,0.499854,0.106941,-0.550039,0.35552,-2.34103,0.275552,1.34105,-0.452178
6.10046,0.288623,0.194917,0.499837,0.105681,-0.539599,0.355024,-2.33354,0.273259,1.34185,-0.455085
6.11046,0.291616,0.195211,0.499822,0.104317,-0.529158,0.354402,-2.32596,0.270974,1.34221,-0.4575
6.12046,0.294617,0.195411,0.499807,0.102853,-0.51873,0.353658,-2.31832,0.268699,1.34215,-0.459425
6.13046,0.297622,0.195518,0.499794,0.101294,-0.508327,0.352795,-2.3106,0.26644,1.34167,-0.460863
6.14046,0.300628,0.195532,0.499782,0.099644,-0.497964,0.351818,-2.30283,0.264197,1.3408,-0.461817
6.15046,0.303633,0.195453,0.499771,0.09791,-0.487653,0.350728,-2.29502,0.261973,1.33955,-0.462294
6.16046,0.306633,0.195281,0.499762,0.096097,-0.477407,0.349529,-2.28718,0.259768,1.33793,-0.4623
6.17046,0.309625,0.195015,0.499753,0.09421,-0.467238,0.348222,-2.27932,0.257583,1.33597,-0.461845
6.18046,0.312606,0.194657,0.499746,0.092255,-0.45716,0.34681,-2.27145,0.255419,1.33368,-0.460939
6.19046,0.315574,0.194207,0.49974,0.090238,-0.447183,0.345295,-2.26358,0.253273,1.33108,-0.459593
6.20046,0.318525,0.193665,0.499736,0.088165,-0.43732,0.343678,-2.25572,0.251146,1.3282,-0.457818
6.21046,0.321457,0.193032,0.499732,0.086041,-0.427581,0.34196,-2.2479,0.249034,1.32505,-0.45563
6.22046,0.324366,0.192308,0.499731,0.083874,-0.417979,0.340144,-2.24011,0.246937,1.32164,-0.453041
6.23046,0.32725,0.191494,0.49973,0.081668,-0.408523,0.338228,-2.23237,0.244851,1.31802,-0.450069
6.24046,0.330107,0.190591,0.49973,0.079429,-0.399223,0.336215,-2.2247,0.242773,1.31418,-0.446729
6.25046,0.332932,0.1896,0.499731,0.077164,-0.39009,0.334105,-2.2171,0.2407,1.31016,-0.443039
6.26046,0.335724,0.188522,0.499733,0.074879,-0.381132,0.331899,-2.20959,0.238628,1.30598,-0.439017
6.27046,0.33848,0.187357,0.499737,0.072579,-0.37236,0.329596,-2.20218,0.236552,1.30164,-0.434681
6.28046,0.341197,0.186107,0.49974,0.070269,-0.36378,0.327197,-2.19487,0.234469,1.29718,-0.430051
6.29046,0.343873,0.184773,0.499745,0.067956,-0.355403,0.324702,-2.18769,0.232374,1.2926,-0.425146
6.30046,0.346504,0.183356,0.49975,0.065644,-0.347234,0.322112,-2.18064,0.230262,1.28793,-0.419985
6.31046,0.349089,0.181857,0.499756,0.063339,-0.339282,0.319426,-2.17372,0.228129,1.28319,-0.41459
6.32046,0.351626,0.180278,0.499763,0.061046,-0.331553,0.316643,-2.16696,0.225969,1.27838,-0.408979
6.33046,0.35411,0.178621,0.49977,0.05877,-0.324054,0.313765,-2.16036,0.223779,1.27353,-0.403174
6.34046,0.35654,0.176886,0.499777,0.056514,-0.31679,0.310793,-2.15393,0.221553,1.26864,-0.397194
6.35046,0.358915,0.175077,0.499785,0.054285,-0.309767,0.307725,-2.14768,0.219287,1.26374,-0.391059
6.36046,0.36123,0.173194,0.499793,0.052085,-0.30299,0.304564,-2.14161,0.216977,1.25883,-0.384789
6.37046,0.363485,0.171238,0.499801,0.049918,-0.296464,0.301308,-2.13574,0.214619,1.25393,-0.378403
6.38046,0.365676,0.169214,0.499809,0.047789,-0.290193,0.29796,-2.13007,0.212208,1.24904,-0.37192
6.39046,0.367802,0.167121,0.499818,0.0457,-0.284181,0.294519,-2.1246,0.209741,1.24418,-0.365358
6.40046,0.369861,0.164962,0.499827,0.043655,-0.278431,0.290986,-2.11935,0.207214,1.23935,-0.358735
6.41046,0.37185,0.162739,0.499835,0.041656,-0.272945,0.287363,-2.11433,0.204623,1.23457,-0.352068
6.42046,0.373769,0.160454,0.499844,0.039707,-0.267726,0.28365,-2.10952,0.201967,1.22984,-0.345373
6.43046,0.375614,0.15811,0.499853,0.03781,-0.262777,0.27985,-2.10495,0.199242,1.22517,-0.338667
6.44046,0.377385,0.155709,0.499862,0.035966,-0.258099,0.275962,-2.10062,0.196447,1.22056,-0.331964
6.45046,0.379078,0.153253,0.499871,0.034178,-0.253693,0.271991,-2.09653,0.193579,1.21602,-0.325277
6.46046,0.380694,0.150744,0.49988,0.032448,-0.249561,0.267936,-2.09268,0.190638,1.21156,-0.318621
6.47046,0.38223,0.148186,0.499889,0.030776,-0.245702,0.263801,-2.08907,0.187622,1.20717,-0.312006
6.48046,0.383684,0.14558,0.499899,0.029164,-0.242118,0.259587,-2.08572,0.184532,1.20285,-0.305445
6.49046,0.385056,0.142928,0.499908,0.027613,-0.238808,0.255296,-2.08263,0.181366,1.19862,-0.298946
6.50046,0.386344,0.140235,0.499917,0.026124,-0.235771,0.250932,-2.07978,0.178125,1.19448,-0.292521
6.51046,0.387546,0.137502,0.499925,0.024697,-0.233008,0.246497,-2.0772,0.174811,1.19041,-0.286176
6.52046,0.388662,0.134732,0.499935,0.023333,-0.230518,0.241994,-2.07487,0.171424,1.18643,-0.279918
6.53046,0.389691,0.131927,0.499943,0.022031,-0.228298,0.237426,-2.0728,0.167967,1.18254,-0.273755
6.54046,0.390631,0.129091,0.499953,0.020793,-0.226349,0.232795,-2.071,0.16444,1.17873,-0.267691
6.55046,0.391482,0.126227,0.499962,0.019616,-0.224667,0.228106,-2.06945,0.160848,1.17501,-0.261731
6.56046,0.392242,0.123337,0.49997,0.018502,-0.223252,0.223362,-2.06817,0.157191,1.17137,-0.255877
6.57046,0.392912,0.120424,0.499979,0.01745,-0.222102,0.218566,-2.06714,0.153475,1.1678,-0.250133
6.58046,0.39349,0.11749,0.499988,0.016458,-0.221214,0.213721,-2.06637,0.149701,1.16432,-0.2445
6.59046,0.393976,0.11454,0.499996,0.015527,-0.220585,0.208832,-2.06587,0.145875,1.16091,-0.238979
6.60046,0.39437,0.111575,0.500004,0.014655,-0.220214,0.203902,-2.06562,0.142,1.15758,-0.23357
6.61046,0.39467,0.108599,0.500012,0.013841,-0.220097,0.198936,-2.06562,0.138081,1.15431,-0.228271
6.62046,0.394878,0.105614,0.500019,0.013085,-0.220232,0.193936,-2.06588,0.134122,1.15111,-0.223082
6.63046,0.394992,0.102625,0.500027,0.012384,-0.220615,0.188909,-2.06639,0.130129,1.14797,-0.218001
6.64046,0.395013,0.099632,0.500034,0.011737,-0.221245,0.183856,-2.06715,0.126106,1.14489,-0.213024
6.65046,0.39494,0.0966407,0.500041,0.011144,-0.222117,0.178784,-2.06816,0.12206,1.14187,-0.208149
6.66046,0.394775,0.0936526,0.500047,0.010602,-0.223228,0.173696,-2.06941,0.117994,1.13889,-0.20337
6.67046,0.394516,0.0906706,0.500052,0.010109,-0.224574,0.168596,-2.07089,0.113917,1.13596,-0.198686
6.68046,0.394164,0.0876983,0.500058,0.009664,-0.226154,0.16349,-2.07262,0.109832,1.13307,-0.194089
6.69046,0.39372,0.0847384,0.500063,0.009266,-0.227962,0.158381,-2.07457,0.105746,1.13022,-0.189576
6.70046,0.393184,0.081794,0.500067,0.008912,-0.229996,0.153275,-2.07676,0.101665,1.12739,-0.185141
6.71046,0.392556,0.0788674,0.500071,0.0086,-0.232252,0.148175,-2.07916,0.097595,1.12459,-0.180778
6.72046,0.391838,0.0759618,0.500075,0.008328,-0.234726,0.143087,-2.08179,0.093542,1.12181,-0.176482
6.73046,0.39103,0.0730805,0.500078,0.008095,-0.237415,0.138015,-2.08463,0.089513,1.11904,-0.172247
6.74046,0.390132,0.0702261,0.50008,0.007898,-0.240315,0.132965,-2.08768,0.085512,1.11628,-0.168066
6.75046,0.389146,0.0674011,0.500082,0.007735,-0.243422,0.12794,-2.09093,0.081548,1.11353,-0.163933
6.76046,0.388073,0.0646084,0.500082,0.007604,-0.246732,0.122946,-2.09439,0.077624,1.11078,-0.159842
6.77046,0.386913,0.0618509,0.500083,0.007502,-0.250243,0.117988,-2.09803,0.073749,1.10802,-0.155788
6.78046,0.385668,0.0591312,0.500083,0.007428,-0.25395,0.11307,-2.10187,0.069927,1.10524,-0.151763
6.79046,0.384339,0.0564529,0.500082,0.00738,-0.257849,0.108199,-2.10589,0.066165,1.10245,-0.147762
6.80046,0.382927,0.0538166,0.500081,0.007354,-0.261938,0.103377,-2.11009,0.062468,1.09964,-0.143779
6.81046,0.381435,0.0512265,0.500079,0.007349,-0.266211,0.098611,-2.11446,0.058842,1.09681,-0.139808
6.82046,0.379862,0.0486851,0.500076,0.007363,-0.270666,0.093906,-2.11899,0.055294,1.09394,-0.135845
6.83046,0.378212,0.0461945,0.500073,0.007394,-0.275299,0.089266,-2.12369,0.051828,1.09105,-0.131883
6.84046,0.376484,0.0437565,0.50007,0.007438,-0.280106,0.084696,-2.12854,0.04845,1.08811,-0.127917
6.85046,0.374682,0.0413744,0.500066,0.007494,-0.285083,0.080202,-2.13354,0.045166,1.08513,-0.123944
6.86046,0.372807,0.0390506,0.500061,0.00756,-0.290227,0.075789,-2.13869,0.041981,1.0821,-0.119959
6.87046,0.37086,0.0367871,0.500056,0.007634,-0.295535,0.071461,-2.14397,0.038901,1.07903,-0.115958
6.88046,0.368844,0.0345858,0.50005,0.007714,-0.301002,0.067223,-2.14938,0.035929,1.0759,-0.111936
6.89046,0.366761,0.0324491,0.500044,0.007796,-0.306626,0.063081,-2.15492,0.033073,1.07273,-0.107892
6.90046,0.364612,0.0303794,0.500038,0.007881,-0.312402,0.059039,-2.16057,0.030335,1.06949,-0.103822
6.91046,0.3624,0.0283782,0.500031,0.007965,-0.318327,0.055102,-2.16635,0.027722,1.0662,-0.099723
6.92046,0.360127,0.0264474,0.500025,0.008046,-0.324398,0.051275,-2.17223,0.025238,1.06285,-0.095594
6.93046,0.357794,0.0245893,0.500017,0.008124,-0.33061,0.047562,-2.17821,0.022888,1.05944,-0.091433
6.94046,0.355406,0.0228057,0.50001,0.008196,-0.336961,0.043969,-2.18429,0.020676,1.05597,-0.087239
6.95046,0.352962,0.0210982,0.500002,0.008261,-0.343447,0.0405,-2.19047,0.018606,1.05244,-0.083011
6.96046,0.350467,0.0194686,0.499994,0.008317,-0.350064,0.03716,-2.19672,0.016683,1.04885,-0.078749
6.97046,0.347922,0.0179186,0.499986,0.008364,-0.356809,0.033953,-2.20306,0.014911,1.0452,-0.074454
6.98046,0.345331,0.0164487,0.499978,0.008398,-0.363678,0.030883,-2.20948,0.013294,1.04149,-0.070125
6.99046,0.342695,0.0150613,0.49997,0.008421,-0.370667,0.027954,-2.21596,0.011837,1.03772,-0.065764
7.00046,0.340017,0.0137576,0.499962,0.00843,-0.377773,0.025172,-2.22251,0.010542,1.0339,-0.061373
7.01046,0.337299,0.0125389,0.499954,0.008425,-0.384992,0.02254,-2.22912,0.009414,1.03003,-0.056954
7.02046,0.334545,0.011406,0.499945,0.008406,-0.392321,0.020061,-2.23578,0.008456,1.02611,-0.05251
7.03046,0.331757,0.0103602,0.499938,0.00837,-0.399755,0.017741,-2.24249,0.007672,1.02214,-0.048043
7.04046,0.328937,0.00940297,0.499929,0.00832,-0.407291,0.015582,-2.24925,0.007066,1.01813,-0.043556
7.05046,0.326089,0.00853419,0.499922,0.008253,-0.414925,0.013588,-2.25604,0.006639,1.01409,-0.039055
7.06046,0.323214,0.00775592,0.499914,0.008171,-0.422653,0.011763,-2.26287,0.006397,1.01001,-0.034543
7.07046,0.320317,0.00706811,0.499907,0.008074,-0.430471,0.010109,-2.26972,0.006341,1.0059,-0.030025
7.08046,0.3174,0.00647167,0.499899,0.007961,-0.438375,0.008631,-2.27659,0.006474,1.00176,-0.025506
7.09046,0.314465,0.00596733,0.499892,0.007834,-0.44636,0.007331,-2.28349,0.006799,0.997611,-0.020993
7.10046,0.311516,0.00555479,0.499885,0.007692,-0.454422,0.006211,-2.29039,0.007319,0.993448,-0.01649
7.11046,0.308554,0.00523571,0.499879,0.007539,-0.462557,0.005275,-2.2973,0.008035,0.989279,-0.012006
7.12046,0.305585,0.00500901,0.499872,0.007373,-0.47076,0.004524,-2.30422,0.00895,0.985112,-0.007545
7.13046,0.302609,0.00487618,0.499866,0.007198,-0.479026,0.003962,-2.31113,0.010065,0.980953,-0.003117
7.14046,0.29963,0.00483702,0.49986,0.007014,-0.487351,0.003591,-2.31803,0.011383,0.97681,0.001272
7.15046,0.296651,0.00489079,0.499854,0.006823,-0.49573,0.003411,-2.32491,0.012904,0.972689,0.005614
